T17.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA CAÑA DE AZÚCAR PARA OTROS USOS (Tallo fresco);;;;;;;;;;;;;;;;;;;;;;;;
T18.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA LIMÓN (Fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T19.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA MANGO (Fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T20.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA MARACUYÁ (Fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T21.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA NARANJA (Fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T22.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA ORITO (Fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T23.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA PALMA AFRICANA (Fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T24.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA PALMITO (Tallo fresca);;;;;;;;;;;;;;;;;;;;;;;;
T25.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA PIÑA (Fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T26.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA PLÁTANO (Fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T27.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA TOMATE DE ÁRBOL (Fruta fresca);;;;;;;;;;;;;;;;;;;;;;;;
T28.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA ARROZ (En cáscara);;;;;;;;;;;;;;;;;;;;;;;;
T29.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA ARVEJA SECA (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T30.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA ARVEJA TIERNA (En vaina);;;;;;;;;;;;;;;;;;;;;;;;
T31.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA BRÓCOLI (Repollo);;;;;;;;;;;;;;;;;;;;;;;;
T32.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA CEBADA (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T33.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA CEBOLLA BLANCA (Tallo fresco);;;;;;;;;;;;;;;;;;;;;;;;
T34.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA FRÉJOL SECO (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T35.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA FRÉJOL TIERNO (En vaina);;;;;;;;;;;;;;;;;;;;;;;;
T36.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA HABA SECA (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T37.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA HABA TIERNA (En vaina);;;;;;;;;;;;;;;;;;;;;;;;
T38.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA MAÍZ DURO CHOCLO (En choclo);;;;;;;;;;;;;;;;;;;;;;;;
T39.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA MAÍZ DURO SECO (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T40.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA MAÍZ SUAVE CHOCLO (En choclo);;;;;;;;;;;;;;;;;;;;;;;;
T41.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA MAÍZ SUAVE SECO (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T42.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA MANÍ (Grano descascarado);;;;;;;;;;;;;;;;;;;;;;;;
T43.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA PAPA (Tubérculo fresco);;;;;;;;;;;;;;;;;;;;;;;;
T44.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA QUINUA (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T45.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA SOYA (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T46.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA TABACO(Hoja seca);;;;;;;;;;;;;;;;;;;;;;;;
T47.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA TOMATE RIÑÓN (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T48.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA TRIGO (Grano seco);;;;;;;;;;;;;;;;;;;;;;;;
T49.;SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA YUCA (Raíz seca);;;;;;;;;;;;;;;;;;;;;;;;
T50.;NÚMERO DE CABEZAS DE GANADO VACUNO, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T51.;NÚMERO DE CABEZAS DE GANADO VACUNO COMPRADAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T52.;NÚMERO DE CABEZAS DE GANADO VACUNO PERDIDAS POR MUERTE, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T53.;NÚMERO DE CABEZAS DE GANADO VACUNO PERDIDAS POR OTRAS CAUSAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T54.;NÚMERO DE CABEZAS DE GANADO VACUNO SACRIFICADAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T55.;NÚMERO DE CABEZAS DE GANADO VACUNO VENDIDAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T56.;NÚMERO DE CABEZAS DE GANADO VACUNO POR RAZA, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T57.;NÚMERO DE CABEZAS DE GANADO PORCINO Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T58.;NÚMERO DE CABEZAS DE GANADO PORCINO POR VARIEDAD GENÉTICA, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T59.;NÚMERO DE CABEZAS DE GANADO PORCINO AL AÑO, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T60.;NÚMERO DE CABEZAS DE GANADO OVINO Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T61.;NÚMERO DE CABEZAS DE GANADO DE OTRAS ESPECIES, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T62.;NÚMERO DE AVES CRIADAS EN CAMPO POR ESPECIES, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T63.;NÚMERO DE AVES CRIADAS EN PLANTELES AVÍCOLAS POR ESPECIES, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T64.;NÚMERO DE POLLOS DE ENGORDE  AL AÑO, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T65.;DESTINO DE LAS AVES CRIADAS EN CAMPO POR ESPECIES, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T66.;DESTINO DE LAS AVES CRIADAS EN PLANTELES AVÍCOLAS POR ESPECIES, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T67.;NÚMERO DE VACAS ORDEÑADAS, PRODUCCIÓN Y DESTINO DE LA LECHE, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T68.;PRODUCCIÓN Y DESTINO DE HUEVOS DE MESA, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T69.;NÚMERO DE TRABAJADORES NO REMUNERADOS Y REMUNERADOS POR SEXO, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T70.;SUPERFICIE PLANTADA CON PASTOS CULTIVADOS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;;;;;;;;;;;;;;
T71.;CARACTERÍSTICAS GENERALES DE LA PERSONA PRODUCTORA;;;;;;;;;;;;;;;;;;;;;;;;
T72.;AFECTACIÓN DE EVENTOS NATURALES EN LAS ACTIVIDADES AGROPECUARIAS;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
2. Glosario de términos;;;;;;;;;;;;;;;;;;;;;;;;;
